Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Normalised Votes
Bhalevadivi Basu,2001,156,"Family, Comedy",4.6,35,P.A. Arun Prasad,Nandamuri Balakrishna,Anjala Zaveri,Shilpa Shetty Kundra,0.11041009463722397
Bhamashah,2017,83,Drama,6.2,11,Vikram Nath Gupta,Dharmendra Gohil,Daya Shankar Pandey,Manoj Shah,0.08029197080291971
Bhangarh: The Last Episode,2017,84,Horror,5.5,15,Anil Bajpai,Prashant Barot,Deepanshu Malik,Rumana Molla,0.10948905109489052
Bhangover,2017,115,Comedy,5.1,34,Mahender Singh,Prerika Arora,Aradhya Taing,Anmol Khatri,0.24817518248175183
Bhangra Paa Le,2020,131,"Comedy, Drama, Music",6.0,287,Sneha Taurani,Sunny Kaushal,Rukshar Dhillon,Shriya Pilgaonkar,0.4584664536741214
Bhanwar,1976,135,"Drama, Romance",6.2,24,Bhappi Sonie,Ashok Kumar,Randhir Kapoor,Parveen Babi,0.5
Bhanwarey,2017,120,Comedy,6.8,58,Shaurya Singh,Shaurya Singh,Karhan Dev,Jashan Singh Kohli,0.4233576642335766
Bharat,2019,150,"Action, Comedy, Drama",4.9,22598,Ali Abbas Zafar,Salman Khan,Katrina Kaif,Sunil Grover,73.37012987012987
Bharat Bhagya Vidhata,2002,160,"Action, Adventure, Thriller",5.7,13,Ashok Tyagi,Chandrachur Singh,Flora Saini,Shatrughan Sinha,0.02924634420697413
Bharat Milap,1942,170,"Adventure, Drama, History",6.6,9,Vijay Bhatt,Prem Adib,K.B. Athavale,Umakant Desai,0.6923076923076923
Bhasmasur,2017,74,Drama,6.8,132,Nishil Sheth,Imran Rasheed,Mittal Chouhan,Trimala Adhikari,0.9635036496350365
Bhavani Junction,1985,128,"Action, Crime, Thriller",5.8,48,H. Dinesh,Shashi Kapoor,Shatrughan Sinha,Zeenat Aman,0.8888888888888888
Bhavesh Joshi Superhero,2018,154,"Action, Crime, Drama",7.6,7479,Vikramaditya Motwane,Harshvardhan Kapoor,Priyanshu Painyuli,Ashish Verma,28.932301740812377
Bhavnao Ko Samjho,2010,114,"Action, Comedy, Drama",4.3,76,Sunil Pal,Madhu Acharya,Nitin Anand,Dinesh Bawara,0.13333333333333333
Bhavni Bhavai,1981,135,"Comedy, Drama",6.6,114,Ketan Mehta,Smita Patil,Naseeruddin Shah,Mohan Gokhale,2.0357142857142856
Bhayaanak,1998,105,Horror,4.3,6,R. Mittal,Anil Dhawan,Tina Ghai,Bharat Kapoor,0.02214022140221402
Bhayaanak Mahal,1988,113,Horror,3.4,8,Baby,Babu Antony,Ravi,Jaya Rekha,0.10666666666666667
Bhayaanak Panjaa,2003,95,Horror,4.9,24,R. Mittal,Birbal,Shail Chaturvedi,Anil Dhawan,0.06751054852320675
Bheegi Palkein,1982,142,Romance,6.4,18,Sisir Misra,Raj Babbar,Smita Patil,Dina Pathak,0.2571428571428571
Bheegi Raat,1965,157,"Comedy, Drama, Romance",6.2,40,Kalidas,Ashok Kumar,Meena Kumari,Pradeep Kumar,0.9411764705882353
Bheja Fry,2007,95,"Comedy, Drama",7.6,11444,Sagar Ballary,Vinay Pathak,Rajat Kapoor,Sarika,19.429541595925297
Bheja Fry 2,2011,129,"Comedy, Drama",4.7,1302,Sagar Ballary,Vinay Pathak,Kay Kay Menon,Minissha Lamba,3.6470588235294117
Bhikharan,1935,143,Drama,6.2,9,Premankur Atorthy,Rattan Bai,Master Vinayak,I.A. Hafizji,0.8181818181818182
Bhindi Baazaar,2011,157,"Crime, Drama, Thriller",6.1,673,Ankush Bhatt,Kay Kay Menon,Prashant Narayanan,Pawan Malhotra,1.8851540616246498
BHK Bhalla@Halla.Kom,2016,122,Comedy,5.9,74,Rakesh Chaturvedi Om,Ujjwal Rana,Inshika Bedi,Manoj Pahwa,0.18362282878411912
Bhobhar - The Live Ash,2012,100,"Drama, Family, Romance",4.9,9,Gajendra Shanker Shrotriya,Vinod Acharya,Vasudev Bhatt,Vishal Bhatt,0.0234375
Bhonsle,2018,128,Drama,7.0,1257,Devashish Makhija,Manoj Bajpayee,Santosh Juvekar,Ipshita Chakraborty Singh,4.862669245647969
Bhooka Sher,1984,165,Action,4.8,12,I.V. Sasi,Aachi Manorama,Rajinikanth,Seema,0.2727272727272727
Bhooka Sher,2001,109,Action,5.0,23,Hemant Birje,Dharmendra,Shakti Kapoor,Sikander Khan,0.07255520504731862
Bhookailas,1958,174,"Drama, Musical",7.1,143,K. Shankar,N.T. Rama Rao,Akkineni Nageshwara Rao,Jamuna,4.205882352941177
Bhool Bhulaiyaa,2007,159,"Comedy, Horror, Mystery",7.3,22777,Priyadarshan,Akshay Kumar,Vidya Balan,Shiney Ahuja,38.67062818336163
Bhoomi,2017,136,"Action, Crime, Drama",5.3,1755,Omung Kumar,Sharad Kelkar,Sunny Leone,Aditi Rao Hydari,12.81021897810219
Bhoot,2003,113,"Horror, Mystery, Thriller",6.5,3476,Ram Gopal Varma,Ajay Devgn,Urmila Matondkar,Nana Patekar,9.777777777777779
Bhoot and Friends,2010,133,"Animation, Action, Adventure",5.8,96,Karanjeet Saluja,Nishikant Dixit,Ashish Kattar,Faiz Khan,0.16842105263157894
Bhoot Bungla,1965,145,"Comedy, Horror, Mystery",6.5,106,Mehmood,Mehmood,Tanuja,Nasir Hussain,2.4941176470588236
Bhoot Ka Darr,1999,85,Horror,4.0,9,S. Gawli,Sapna Sappu,Junior Amitabh Bachchan,Jyoti Rana,0.02214022140221402
Bhoot Returns,2012,85,"Horror, Mystery, Thriller",2.5,513,Ram Gopal Varma,J.D. Chakravarthi,Madhu Shalini,Alayana Sharma,1.3359375
Bhoot: Part One - The Haunted Ship,2020,114,"Horror, Mystery, Thriller",5.4,4236,Bhanu Pratap Singh,Vicky Kaushal,Ashutosh Rana,Meher Vij,6.766773162939297
Bhoothnath Returns,2014,155,"Comedy, Drama, Fantasy",6.6,5030,Nitesh Tiwari,Amitabh Bachchan,Boman Irani,Parth Bhalerao,13.377659574468085
Bhootnath,2008,150,"Comedy, Drama, Family",6.3,8460,Vivek Sharma,Amitabh Bachchan,Juhi Chawla,Satish Shah,12.955589586523736
Bhootnath,1963,129,Adventure,6.5,60,Nanabhai Bhatt,Mohan Choti,Vijaya Choudhury,Rajan Haksar,1.4634146341463414
Bhopal Express,1999,100,Drama,7.1,367,Mahesh Mathai,Kay Kay Menon,Nethra Raghuraman,Zeenat Aman,0.9028290282902829
Bhopal: A Prayer for Rain,2014,96,Drama,7.2,1968,Ravi Kumar,Martin Sheen,Mischa Barton,Kal Penn,5.23404255319149
Bhopali,2011,89,"Documentary, History, News",8.0,58,Van Maximilian Carlson,Saiba Babu,Salam Babu,Rashida Bee,0.16246498599439776
Bhor: Dawn,2018,93,Drama,7.8,147,Kamakhya Narayan Singh,Devesh Ranjan,Saveree Gaur,Nalneesh Neel,0.5686653771760155
Bhouri,2016,140,Drama,6.7,403,Jasbir Bijender Bhati,Raghuvir Yadav,Masha Pour,Kunickaa Sadanand,1.0
Bhrashtachar,1989,153,"Action, Crime, Drama",4.6,119,Ramesh Sippy,Rekha,Mithun Chakraborty,Anupam Kher,1.9508196721311475
Bhuddah Hoga Tera Baap,2011,114,"Action, Comedy, Crime",5.6,2782,Puri Jagannadh,Amitabh Bachchan,Hema Malini,Sonu Sood,7.792717086834734
Bhumika,1977,142,Drama,7.4,585,Shyam Benegal,Smita Patil,Anant Nag,Naseeruddin Shah,9.435483870967742
Bhuvan Shome,1969,96,"Comedy, Drama",7.5,400,Mrinal Sen,Utpal Dutt,Suhasini Mulay,Shekhar Chatterjee,9.523809523809524
Bichhoo,2000,160,"Action, Crime, Drama",5.0,2807,Guddu Dhanoa,Bobby Deol,Rani Mukerji,Ashish Vidyarthi,9.746527777777779
Bidaai,1974,144,"Drama, Musical, Romance",6.5,54,L.V. Prasad,Jeetendra,Leena Chandavarkar,Durga Khote,0.9230769230769231
Bidyapati,1937,141,Drama,7.0,23,Debaki Bose,Pahadi Sanyal,Durgadas Bannerjee,Chhayadevi,1.3142857142857143
Big Brother,2007,128,"Action, Crime, Drama",3.8,781,Guddu Dhanoa,Sunny Deol,Priyanka Chopra Jonas,Vikas Anand,1.3259762308998302
Bijuka,2012,74,Drama,6.4,22,Ashtar Sayed,Arti Rautela,Amit Purohit,Janardhan Mishra,0.057291666666666664
Billa No. 786,2000,140,Action,4.4,34,Imran Khalid,Mithun Chakraborty,Gajendra Chauhan,Siddharth Dhawan,0.11805555555555555
Billa Ranga,1982,113,"Action, Crime, Family",7.5,53,K.S.R. Das,Chiranjeevi,Mohan Babu,Radhika Sarathkumar,0.7571428571428571
Billoo Baadshah,1989,148,"Action, Crime, Drama",4.5,41,Sisir Misra,Shatrughan Sinha,Anita Raj,Govinda,0.6721311475409836
Billu,2009,137,"Comedy, Drama",6.2,11078,Priyadarshan,Irrfan Khan,Lara Dutta,Om Puri,31.117977528089888
Billu Ustaad,2018,138,Drama,6.9,26,Suvahhdan Angre,Neel Bakshi,Sneha Arun,Abhishek Bardia,0.10058027079303675
Bin Badal Barsaat,1963,154,"Drama, Musical, Mystery",5.7,31,Jyoti Swaroop,Asha Parekh,Biswajit Chatterjee,Nishi,0.7560975609756098
Bin Bulaye Baraati,2011,133,"Action, Comedy, Crime",3.8,255,Chandrakant Singh,Naushaad Abbas,Rati Agnihotri,Shweta Bhardwaj,0.7142857142857143
Bin Maa Ke Bachche,1980,131,Drama,6.0,17,Satyen Bose,Bindu,Leela Chitnis,Raju Desai,0.38636363636363635
Bin Phere Free Me Tere,2013,131,Comedy,4.5,22,Manoj Sharma,Ashrita Agarwal,Arsh Deol,Manoj Joshi,0.03873239436619718
Bindiya Chamkegi,1984,139,"Comedy, Family",5.1,18,Tarun Dutt,Rekha,Vinod Mehra,Johnny Walker,0.4090909090909091
Bindiya Mange Bandook,2001,115,Action,3.9,8,Sanju K. Gupta,Joginder Shelly,Pinky Chinoy,Mohan Joshi,0.025236593059936908
Bioscopewala,2017,91,Drama,7.6,882,Deb Medhekar,Danny Denzongpa,Geetanjali Thapa,Adil Hussain,6.437956204379562
Biradari,1966,139,Drama,5.9,33,Ram Kamlani,Shashi Kapoor,Faryal,Pran,0.7764705882352941
Biraj Bahu,1954,145,Drama,6.2,51,Bimal Roy,Kamini Kaushal,Abhi Bhattacharya,Shakuntala,1.8214285714285714
Bitch,2017,82,"Adventure, Comedy, Drama",5.5,11,Csaba Bene Perlenberg,Amanda Ooms,Lars-Erik Berenett,Anders Granstr�m,0.08029197080291971
Bitter Chestnut,2019,100,Drama,7.1,27,Gurvinder Singh,Bhankheri Devi,Rani Devi,Gopi Katwal,0.08766233766233766
Bittoo Boss,2012,116,Romance,4.1,365,Supavitra Babul,Pulkit Samrat,Rajesh Bakshi,Ujjwal Chopra,0.9505208333333334
Biwi Aur Makan,1966,126,Comedy,6.9,45,Hrishikesh Mukherjee,Biswajit Chatterjee,Mehmood,Shabnam,1.0588235294117647
Biwi Ho To Aisi,1988,149,"Comedy, Drama",5.8,857,J.K. Bihari,Rekha,Farooq Shaikh,Bindu,11.426666666666666
Biwi No. 1,1999,159,"Comedy, Drama, Romance",5.7,5464,David Dhawan,Karisma Kapoor,Salman Khan,Anil Kapoor,13.441574415744157
Biwi-O-Biwi,1981,156,"Comedy, Romance",7.0,206,Rahul Rawail,Sanjeev Kumar,Randhir Kapoor,Poonam Dhillon,3.6785714285714284
Black,2005,122,Drama,8.2,33782,Sanjay Leela Bhansali,Amitabh Bachchan,Rani Mukerji,Shernaz Patel,70.08713692946058
Black & White,2008,134,"Crime, Drama, Thriller",6.2,570,Subhash Ghai,Anil Kapoor,Anurag Sinha,Shefali Shah,0.8728943338437979
Black Cat,1959,154,"Action, Thriller, Mystery",6.7,25,Nisar Ahmad Ansari,Balraj Sahni,Minoo Mumtaz,Johnny Walker,0.78125
Black Friday,2004,143,"Action, Crime, Drama",8.5,19493,Anurag Kashyap,Kay Kay Menon,Pawan Malhotra,Aditya Srivastav,58.01488095238095
Black Home,2015,105,"Drama, Thriller",7.4,23,Ashish Deo,Ashutosh Rana,Chitrashi Rawat,Murli Sharma,0.11386138613861387
Black Mountain,1971,83,"Drama, Family, Fantasy",6.6,24,M.S. Sathyu,Aleksandr Zguridi,Reshama Pasha,Prince Pradeep,0.36923076923076925
Black Rose,2020,120,Thriller,8.6,38,Hemant N Mishra,Samiksha Bhatnagar,Rahul Chawla,Abhilash Dada,0.06070287539936102
Blackboard vs Whiteboard,2019,152,"Action, Family",5.4,43,Tarun s Bisht,Dharmendra,Alismita Goswami,Pankaj Jha,0.1396103896103896
Blackmail,1973,145,"Drama, Musical, Romance",6.7,199,Vijay Anand,Dharmendra,Rakhee Gulzar,Shatrughan Sinha,2.472049689440994
Blackmail,2005,126,"Action, Drama, Thriller",4.1,618,Anil Devgan,Ajay Devgn,Sunil Shetty,Priyanka Chopra Jonas,1.2821576763485478
Blackmail,2018,138,"Comedy, Thriller",7.1,9671,Abhinay Deo,Irrfan Khan,Kirti Kulhari,Urmila Matondkar,37.41199226305609
Blank,2019,107,"Action, Thriller",6.2,933,Behzad Khambata,Sunny Deol,Karan Kapadia,Karanvir Sharma,3.029220779220779
Blood Money,2012,109,"Action, Crime, Drama",5.0,981,Vishal Mahadkar,Manish Chaudhary,Kunal Khemu,Amrita Puri,2.5546875
Blue,2009,119,"Action, Adventure, Mystery",3.7,4674,Anthony D'Souza,Akshay Kumar,Sanjay Dutt,Lara Dutta,13.129213483146067
Blue Mountains,2017,134,"Drama, Family, Musical",5.7,51,Suman Ganguli,Sapna Awasthi,Nitin Bali,Amit Behl,0.3722627737226277
Blue Oranges,2009,114,Mystery,6.5,201,Rajesh Ganguly,Rajit Kapoor,Aham Sharma,Pooja Kanwal,0.5646067415730337
"Blue Skies, Green Waters, Red Earth",2013,137,"Adventure, Drama, Romance",7.7,3446,Sameer Thahir,Dulquer Salmaan,Sunny Wayne,Bala Hijam,6.066901408450704
Bluff Master,1963,135,Romance,6.5,112,Manmohan Desai,Shammi Kapoor,Saira Banu,Niranjan Sharma,2.731707317073171
Bluffmaster,2005,137,"Comedy, Crime, Drama",6.6,5950,Rohan Sippy,Abhishek Bachchan,Priyanka Chopra Jonas,Riteish Deshmukh,12.344398340248963
Bobby,1973,168,"Comedy, Musical, Romance",7.1,1776,Raj Kapoor,Dimple Kapadia,Rishi Kapoor,Pran,22.062111801242235
Bobby Jasoos,2014,121,"Comedy, Drama, Thriller",5.5,2189,Samar Iqbal,Vidya Balan,Ali Fazal,Mahima A,5.821808510638298
Bobby: Love and Lust,2005,125,Romance,4.8,37,Rakesh Parmaar,Usha Bachani,Monalisa,Hyder Kazmi,0.07676348547717843
Bodyguard,2011,130,"Action, Comedy, Drama",4.7,23602,Siddique,Salman Khan,Kareena Kapoor,Raj Babbar,66.11204481792717
Boichek,2017,85,"Drama, Thriller",6.3,24,Santosh Sivan,Chandra Shekhar Dutta,Sugandha Garg,Brijendra Kala,0.17518248175182483
Bol Bachchan,2012,155,"Action, Comedy",5.5,8367,Rohit Shetty,Amitabh Bachchan,Abhishek Bachchan,Ajay Devgn,21.7890625
Bol Radha Bol,1992,164,"Action, Comedy, Crime",6.1,760,David Dhawan,Rishi Kapoor,Juhi Chawla,Kader Khan,6.877828054298643
Bole India Jai Bhim,2016,150,Biography,7.9,20,Subodh Nagdeve,Shyam Bhimsaria,Sameer Deshpande,Jeetendra Doshi,0.04962779156327544
Bollywood Diaries,2016,125,Drama,6.0,257,K.D. Satyam,Raima Sen,Salim Diwan,Ashish Vidyarthi,0.6377171215880894
Bollywood Villa,2014,124,Thriller,4.8,12,Chandersen Singh,Arun Bakshi,Piyush Bhalodiya,Deepak Bhatia,0.031914893617021274
Bollywood: The Greatest Love Story Ever Told,2011,81,Documentary,6.1,115,Rakeysh Omprakash Mehra,Jeff Zimbalist,Amitabh Bachchan,Aishwarya Rai Bachchan,0.32212885154061627
Bolo Raam,2009,103,"Action, Crime, Drama",5.2,85,Rakesh Chaturvedi Om,Rishi Bhutani,Disha Pandey,Padmini Kolhapure,0.23876404494382023
Bomb Blast,1993,153,"Action, Thriller",6.4,25,Deepak Balraj Vij,Ronit Roy,Aditya Pancholi,Kishori Shahane,0.14204545454545456
Bombai Ka Babu,1960,154,"Drama, Musical, Romance",7.0,154,Raj Khosla,Dev Anand,Suchitra Sen,Jeevan,2.3157894736842106
Bombairiya,2019,104,"Comedy, Crime, Drama",4.5,381,Pia Sukanya,Radhika Apte,Akshay Oberoi,Siddhant Kapoor,1.2370129870129871
Bombay 405 Miles,1980,164,"Comedy, Action",6.9,83,Brij,Zeenat Aman,Vinod Khanna,Shatrughan Sinha,1.8863636363636365
Bombay Boys,1998,105,"Comedy, Crime, Drama",6.5,557,Kaizad Gustad,Naveen Andrews,Rahul Bose,Alexander Gifford,2.055350553505535
Bombay Rose,2019,97,"Animation, Drama, Romance",6.0,480,Gitanjali Rao,Cyli Khare,Amit Deondi,Gargi Shitole,1.5584415584415585
Bombay Talkies,2013,127,Drama,6.7,5124,Zoya Akhtar,Dibakar Banerjee,Karan Johar,Anurag Kashyap,9.02112676056338
Bombay to Bangkok,2008,120,"Comedy, Crime, Romance",4.6,417,Nagesh Kukunoor,Shreyas Talpade,Lena Christensen,Vijay Maurya,0.6385911179173047
Bombay to Goa,1972,132,"Action, Adventure, Comedy",6.8,1106,Mehmood,S. Ramanathan,Mehmood,Aruna Irani,33.515151515151516
Bombay Velvet,2015,149,"Action, Crime, Drama",5.6,5685,Anurag Kashyap,Ranbir Kapoor,Anushka Sharma,Karan Johar,28.143564356435643
Bond of Love,2001,174,"Drama, Family",5.1,1584,Suneel Darshan,Amitabh Bachchan,Rakhee Gulzar,Akshay Kumar,4.996845425867508
Boom,2003,100,"Crime, Thriller",2.3,1361,Kaizad Gustad,Amitabh Bachchan,Jackie Shroff,Gulshan Grover,3.828410689170183
Boond,2001,137,"Action, Crime, Drama",4.2,10,Inayat Mahshar,Navin Berry,Pankaj Berry,Birbal,0.031545741324921134
Boot Polish,1954,90,"Comedy, Drama, Family",8.0,780,Prakash Arora,Kumari Naaz,Ratan Kumar,David Abraham,27.857142857142858
Border,1997,176,"Action, Drama, History",7.9,14399,J.P. Dutta,Sunny Deol,Sunil Shetty,Akshaye Khanna,66.97209302325581
Border Kashmir,2002,107,Action,2.9,7,Teerat Singh,Dharmendra,Dinesh Hingoo,Anjali Kholapure,0.015748031496062992
Boss,2013,143,"Action, Comedy, Crime",5.1,10583,Anthony D'Souza,Akshay Kumar,Shiv Panditt,Mithun Chakraborty,18.632042253521128
Boxed,2021,115,Adventure,6.4,10,Mohd Feroz Qureshi,Mantosh Kumar,Jahina Mulla Qureshi,Mohd Feroz Qureshi,0.02444987775061125
Boxer,1965,136,Drama,7.5,13,Radhakant,Dara Singh,Mumtaz,Azaad Irani,0.3058823529411765
Boy Friend,1961,137,"Drama, Romance",7.6,60,Naresh Saigal,Shammi Kapoor,Madhubala,Nishi,1.4285714285714286
Boys Who Like Girls,2018,68,Documentary,6.9,19,Inka Acht�,Aspar Husain,Vedprakash Jaiswal,Harish Sadani,0.0735009671179884
Brahmachari,1968,157,"Comedy, Drama, Musical",6.9,366,Bhappi Sonie,Shammi Kapoor,Rajshree,Pran,8.224719101123595
Break Ke Baad,2010,118,"Comedy, Drama, Romance",5.2,4033,Danish Aslam,Deepika Padukone,Shahana Goswami,Sharmila Tagore,7.075438596491228
Breakaway,2011,101,"Comedy, Drama, Sport",5.7,2237,Robert Lieberman,Vinay Virmani,Camilla Belle,Russell Peters,6.266106442577031
Breaking Free,2015,82,"Documentary, Crime, History",6.3,33,Sridhar Rangayan,Vivek Anand,Manohar Elavarthi,Anand Grover,0.16336633663366337
Bride & Prejudice,2004,122,"Comedy, Drama, Musical",6.2,20125,Gurinder Chadha,Martin Henderson,Aishwarya Rai Bachchan,Nadira Babbar,59.895833333333336
"Brother, Superhit!",2018,139,"Action, Comedy, Drama",3.9,554,Neeraj Pathak,Sunny Deol,Preity Zinta,Arshad Warsi,2.1431334622823983
Brothers,2015,156,"Action, Drama, Sport",6.5,12018,Karan Malhotra,Akshay Kumar,Sidharth Malhotra,Jackie Shroff,59.495049504950494
Bub (Father),2001,114,Drama,7.6,17,Jyoti Sarup,K.K. Raina,Kuber Sarup,Virendra Razdan,0.05362776025236593
Bubble Gum,2011,116,Drama,7.3,456,Sanjivan Lal,Apoorva Arora,Tanvi Azmi,Delzad Hiwale,1.2773109243697478
Buchcha,2017,89,"Adventure, Drama, Family",7.2,6,Pankaj Kumar,Shabana Afreen,Dharmendra Ahirwar,Pooja Bharti,0.043795620437956206
Buddha in a Traffic Jam,2016,114,"Crime, Thriller",6.7,2346,Vivek Agnihotri,Aanchal Dwivedi,Mahie Gill,Pallavi Joshi,5.8213399503722085
Buddha Mar Gaya,2007,93,Comedy,2.6,356,Rahul Rawail,Mona Ambegaonkar,Jitender Bhargava,Birbal,0.6044142614601019
Buddha Mil Gaya,1971,138,"Musical, Mystery, Drama",7.0,244,Hrishikesh Mukherjee,Navin Nischol,Om Prakash,Archana,3.753846153846154
Budhia Singh: Born to Run,2016,112,"Biography, Drama, Sport",7.6,1393,Soumendra Padhi,Manoj Bajpayee,Mayur Mahendra Patole,Gajraj Rao,3.456575682382134
Budtameez,1966,145,"Comedy, Drama, Romance",7.4,78,Manmohan Desai,Shammi Kapoor,Sadhana,Laxmi Chhaya,1.8352941176470587
Bulandi,2000,175,"Action, Drama",5.4,633,Rama Rao Tatineni,Anil Kapoor,Rekha,Raveena Tandon,2.1979166666666665
Bulbbul,2020,94,"Drama, Horror, Mystery",6.6,10143,Anvita Dutt,Tripti Dimri,Avinash Tiwary,Rahul Bose,16.202875399361023
Bulbul Can Sing,2018,95,Drama,6.8,323,Rima Das,Pakija Begam,Arnali Das,Manabendra Das,1.2495164410058026
Bulbule,2014,119,Comedy,7.8,25,Jagat Joon,Md. Faiz Alam,Amaresh Banerjee,Anubhav Dixit,0.06648936170212766
Bullet,1976,124,"Action, Crime, Thriller",6.9,75,Vijay Anand,Dev Anand,Parveen Babi,Rakesh Roshan,1.5625
Bullet: Ek Dhamaka,2005,137,"Action, Drama",3.6,49,Irfan Khan,Saayli Buva,Natalya Gudkova,Iqbal Khan,0.1016597510373444
Bullett Raja,2013,138,"Action, Crime, Drama",5.0,3787,Tigmanshu Dhulia,Saif Ali Khan,Sonakshi Sinha,Vidyut Jammwal,6.667253521126761
Bumboo,2012,126,Comedy,6.0,982,Jagdish Rajpurohit,Kavin Dave,Sharat Saxena,Sanjay Mishra,2.5572916666666665
Bumm Bumm Bole,2010,124,"Drama, Family, Thriller",6.1,616,Priyadarshan,Atul Kulkarni,Rituparna Sengupta,Darsheel Safary,1.080701754385965
Bumper Draw,2015,130,Comedy,4.8,41,Irshad Khan,Rajpal Yadav,Omkar Das Manikpuri,Subrat Dutta,0.20297029702970298
Bunker,2020,98,"Drama, War",6.8,82,Jugal Raja,Abhijeet Singh,Arindita Kalita,Gaurav Gupta,0.13099041533546327
Bunty Aur Babli,2005,170,"Comedy, Crime, Drama",6.2,6550,Shaad Ali,Abhishek Bachchan,Rani Mukerji,Amitabh Bachchan,13.589211618257261
Bye Bye Miss Goodnight,2005,78,"Comedy, Drama",6.1,16,Karan Kandhari,Neha Dubey,Zafar Karachiwala,Rajpal Yadav,0.03319502074688797
Bypass Road,2019,137,"Drama, Mystery, Thriller",5.4,890,Naman Nitin Mukesh,Neil Nitin Mukesh,Adah Sharma,Gul Panag,2.8896103896103895
C Kkompany,2008,127,"Comedy, Drama, Thriller",5.4,1037,Sachin Yardi,Tusshar Kapoor,Anupam Kher,Rajpal Yadav,1.5880551301684533
C U at 9,2005,95,"Drama, Horror, Mystery",4.1,66,Marion Rodrigues,Isaiah,Malavikka,Kanksha,0.13692946058091288
C.I.D.,1956,146,"Action, Crime, Musical",7.3,647,Raj Khosla,Dev Anand,Shakila,Johnny Walker,40.4375
C.I.D. 909,1967,123,"Action, Crime, Drama",5.8,17,Mohammed Hussain,Feroz Khan,Mumtaz,Helen,0.34
Cabaret,2019,95,"Drama, Musical, Thriller",3.4,175,Kaustav Narayan Niyogi,Akshay Anand,Richa Chadha,Gulshan Devaiah,0.5681818181818182
Calapor,2013,120,Drama,4.5,6,Dinesh P. Bhonsle,Hemant Gopal,Rituparna Sengupta,Akash Sharma,0.01056338028169014
Calcutta Mail,2003,128,"Action, Drama, Mystery",5.7,480,Sudhir Mishra,Anil Kapoor,Rani Mukerji,Manisha Koirala,1.350210970464135
Calendar Girls,2015,131,Drama,4.2,862,Madhur Bhandarkar,Akanksha Puri,Avani Modi,Kyra Dutt,4.267326732673268
Call,2000,176,"Action, Drama, Romance",6.8,2236,Rajkumar Santoshi,Anil Kapoor,Madhuri Dixit,Namrata Shirodkar,7.763888888888889
Call for Fun,2017,126,Comedy,5.6,36,Janak Toprani,Priyanka Arya,Charu Asopa,Yash Chaturvedi,0.26277372262773724
Cape Karma,2007,90,"Drama, Mystery, Thriller",4.2,141,Pankaj Advani,Rahul Dev,Audrie Woodhouse,Gulshan Grover,0.23938879456706283
Captain Nagarjuna,1986,134,"Drama, Romance",6.5,13,Rajendra Prasad V.B.,Nagarjuna Akkineni,Kushboo,Dubbing Janaki,0.23636363636363636
Captain Prabhakaran,1991,150,"Action, Thriller",7.0,212,R.K. Selvamani,Mansoor Ali Khan,Sarath Kumar,Ramya Krishnan,3.00709219858156
Captain Vidyut,2020,77,"Animation, Action, Comedy",7.7,11,Atish Tripathi,Namit Das,Trisha Kale,Suresh Menon,0.01757188498402556
Car Thief,1986,150,Action,7.0,13,Sameer Malkan,Suneil Anand,Vijayata Pandit,Kevin Mukherji,0.23636363636363636
Caravan,1971,161,"Action, Comedy, Musical",6.8,260,Nasir Hussain,Asha Parekh,Jeetendra,Aruna Irani,4.0
Care of Footpath,2009,110,"Drama, Family",7.2,42,Kishan Shrikanth,Kishan Shrikanth,Jayashree Basavaraj,Jackie Shroff,0.11797752808988764
Cargo,2019,119,"Drama, Fantasy, Sci-Fi",5.7,2589,Arati Kadav,Vikrant Massey,Shweta Tripathi,Nandu Madhav,8.405844155844155
Cash,2007,137,"Action, Crime, Thriller",3.4,1859,Anubhav Sinha,Ajay Devgn,Sunil Shetty,Zayed Khan,3.1561969439728355
CC2C,2009,154,"Action, Adventure, Comedy",4.1,8102,Nikkhil Advani,Akshay Kumar,Deepika Padukone,Chia-Hui Liu,22.758426966292134
Cecilia,2015,83,Documentary,7.9,31,Pankaj Johar,Cecilia,Pankaj Johar,Rishi Kant,0.15346534653465346
Celluloid Man,2012,164,Documentary,7.8,162,Shivendra Singh Dungarpur,U.R. Ananthamurthy,G. Ananthappa,Beena Antony,0.421875
Censor,2001,165,Drama,3.5,122,Dev Anand,Dev Anand,Hema Malini,Shammi Kapoor,0.38485804416403785
Chaahat,1996,151,"Drama, Romance",5.5,2676,Mahesh Bhatt,Naseeruddin Shah,Shah Rukh Khan,Pooja Bhatt,13.313432835820896
Chaahat Ek Nasha...,2005,140,"Drama, Romance, Thriller",3.9,74,Surya Prakash,Jayprakkash Shaw,Aryan Vaid,Manisha Koirala,0.15352697095435686
Chaalbaaz,1989,155,"Action, Comedy, Drama",6.8,1489,Pankaj Parashar,Sridevi,Sunny Deol,Rajinikanth,24.40983606557377
Chaalbaaz,2003,117,Action,5.8,17,Gautam Verma,Rajat Bedi,Mithun Chakraborty,Dinesh Hingoo,0.04781997187060478
Chaalis Chauraasi,2012,120,"Comedy, Crime",6.1,474,Hriday Shetty,Naseeruddin Shah,Kay Kay Menon,Atul Kulkarni,1.234375
